id,project,label_ticket,link_ticket,status,tanggal,waktu_pengerjaan,detail_pengerjaan,pic,attachments,created_at,updated_at
sheet-row-26-mitra10-mega-footer-broken-at-pro,Mitra10,Mega Footer broken at Prod site,https://teamwork.icubeonline.com/app/tasks/30128522,Done,2026-09-17,,"DEVELOPER TIME LOG & TASK REPORT

Pull Request : https://github.com/icube-id/pwa-mitra10/pull/1040
Branch       : 30128522.bugfix_megafooter
Task         : Bugfix & Refactor Mega Footer Rendering Issue on Catalog Page & Console Warnings Fix
Tanggal      : 17 September 2026
Total Waktu  : 4.0 Jam (4h 00m)

--------------------------------------------------------------------------------
RINCIAN AKTIVITAS & BREAKDOWN WAKTU:
--------------------------------------------------------------------------------

1. [0.75h] Investigasi & Root Cause Analysis
   - Reproduksi isu Mega Footer yang gagal ter-render sempurna / layout pecah pada Catalog/Category Page saat page refresh (hard reload).
   - Analisis lifecycle SSR hydration dan rekonsiliasi Virtual DOM React terhadap manipulasi DOM imperatif (`document.createElement`, `insertBefore`, `appendChild`, `addEventListener`) di dalam useEffect.
   - Tracing console warnings terkait Material-UI `Badge` overlap prop type dan `CustomTypography` size prop type mismatch.

2. [1.75h] Refactor Komponen Mega Footer (React-based Parsing & Styling)
   - Migrasi render MegaFooter dari `dangerouslySetInnerHTML` + manual DOM mutation ke `html-react-parser` (`parse` & `domToReact`) agar kompatibel dengan Virtual DOM React.
   - Pembuatan subkomponen `MegaFooterGridItem` dengan declarative state management (`useState`) untuk interaksi toggle collapsible list (""View More +"" / ""View Less -"").
   - Perbaikan logic pengambilan identifier CMS blocks (`pwa_footer_mega_grid_header_id` & `pwa_footer_mega_grid`) menggunakan metode `.find()` yang tahan terhadap variasi urutan response GraphQL.
   - Migrasi styling ke Next.js native styled-jsx (`<style jsx global>`) untuk menjamin stylesheet ter-inject secara konsisten pada SSR dan client, serta menghindari CSS class name collision / styling loss pada JSS Material-UI.

3. [0.5h] Bug Fixing & Console Warning Resolutions
   - Perbaikan prop invalid `overlap=""rectangular""` menjadi `overlap=""rectangle""` pada Material-UI `Badge` di komponen ShoppingBag (`WithoutLink.js`) dan Wishlist (`index.js`).
   - Penyesuaian `propTypes` pada `CustomTypography` (`Typography/index.js`) agar mendukung tipe data `string` maupun `number` pada prop `size`.

4. [1.0h] Testing, SEO Verification, & Code Quality Check
   - Verifikasi SEO: Memastikan semua tag semantic (`<h2>`, `<h4>`, `<ul>`, `<li>`, dan tag `<a>` beserta atribut `href`) ter-render penuh pada HTML SSR tanpa disembunyikan via `display: none` agar tetap terbaca oleh Googlebot / search crawler.
   - Pengujian fungsionalitas dan reaktifitas UI pada Homepage dan Catalog Page untuk skenario client-side navigation (SPA) dan hard refresh.
   - Menjalankan ESLint fix dan validasi build code quality.

--------------------------------------------------------------------------------
FILES MODIFIED:
--------------------------------------------------------------------------------
- src/modules/home/pages/default/components/MegaFooter.js
- src/modules/commons/Typography/index.js
- src/modules/cart/plugins/ShoppingBag/components/WithoutLink.js
- src/modules/customer/plugins/Wishlist/components/index.js
================================================================================
```",Mathius Geraldi,[],2026-09-17T00:18:33.733Z,2026-09-17T07:36:43.969Z
sheet-tw-30110254-14-packing-kayu-di-takeout,Mitra10,APP - Packing kayu di takeout,https://teamwork.icubeonline.com/app/tasks/30110254,Done,2026-09-15,,"TASK: [CHECKOUT] Remove Packing Kayu Option & Implement Shipping Information Redesign with CMS Modal

Date: 16 September 2026
Duration: 2h 00m

Activity Details:

09:25 - 09:55 (30m)
- Refactor CheckoutScreen: remove ItemPacking component & imports.
- Update useCheckout hook to auto-trigger setIsPackingKayu mutation (set default value to false on cart initialization).
- Clean up unused states & ensure checkout validation remains stable.

09:55 - 10:35 (40m)
- Redesign ShippingAlert component based on design mockup.
- Implement delivery services list (Instant, Regular RPX/SiCepat/IDExpress, Internal Courier & Deliveree cards).
- Apply styling tokens, badge numbers, carrier tags, and responsive layout.

10:35 - 11:10 (35m)
- Integrate GraphQL query GET_CMS_PAGE with identifier 'shipping-policies'.
- Implement bottom sheet modal popup for ""Ketentuan Pengiriman"" to prevent breaking checkout flow.
- Add loading indicator, error handling state, and retry action.

11:10 - 11:25 (15m)
- Implement RenderHtml (react-native-render-html) inside ScrollView with custom tagsStyles for typography, tables, and lists.
- Fix bundling resolution issue and conduct end-to-end testing on checkout screen.",Mathius Geraldi,[],2026-09-15T05:44:15.138Z,2026-09-17T07:08:26.210Z
task-1789611079445-9hvf6,9to9,Testing Push Notif,https://teamwork.icubeonline.com/app/tasks/30129473,Done,2026-09-17,,"- TEST dari BE ke App
- build apk for testing
- testing on ios",Mathius Geraldi,[],2026-09-17T02:11:19.445Z,2026-09-18T02:17:15.963Z
task-1789630917965-n0vu4,Mitra10,CALL : WebEngage <> iCube - Mitra10 Usecase Implementaiton,,Done,2026-09-17,10:30 - 12:00,,Mathius Geraldi,[],2026-09-17T07:41:57.965Z,2026-09-17T07:41:57.965Z
task-1789638742372-wc4ps,Mitra10,Ubah Logo Google,,Ongoing,2026-09-17,,,Mathius Geraldi,[],2026-09-17T09:52:22.372Z,2026-09-18T02:10:01.159Z
task-1789697370641-fqnko,Mitra10,UAT Test case gopay mini apps,https://teamwork.icubeonline.com/app/tasks/30128524,On Progress,2026-09-18,,"PROJECT TIME LOG & ACTIVITY REPORT
Project     : Mitra10 - GoPay Mini-app (Swift PWA)
Module      : Checkout, Order Detail & Success Page Flow
Date        : Jumat, 18 September 2026
Developer   : Frontend / Fullstack Developer
Total Hours : 7.5 Hours (08:30 - 17:00, Break 12:00 - 13:00)
================================================================================

[08:30 - 09:30] Task 1: Terms & Conditions Popup Modal Integration
- Investigasi modul CMS di `pwa-mitra10/src/modules/cms` untuk referensi query `cmsPage`.
- Menambahkan GraphQL Query `getCmsPage(identifier: ""terms-conditions"")` pada schema dan service GraphQL checkout.
- Membuat komponen popup modal `TncModal.js` menggunakan `html-react-parser` untuk render HTML asli CMS tanpa header dan footer website.
- Menghubungkan trigger klik ""Terms & Conditions*"" pada halaman checkout ke modal popup.
Time Spent: 1.0 Hour

[09:30 - 11:00] Task 2: ""Save My Information"" Persistence & Address Auto-Sync
- Mengembangkan state persistence untuk fitur ""Save my information for a faster checkout"" ke `localStorage` (`checkout_saved_user_info`).
- Menyesuaikan `AddressModal.js` dengan `initialData` dan `enableReinitialize: true` agar form otomatis terisi data tersimpan saat dibuka.
- Menambahkan logika auto-sync: ketika customer kembali dari homepage ke checkout, data alamat tersimpan otomatis dikirim ke backend via `setShippingAddressesOnCart` sehingga opsi Metode Pengiriman (Shipping Method) langsung muncul tanpa perlu simpan ulang manual.
Time Spent: 1.5 Hours

[11:00 - 12:00] Task 3: Disable Wooden Packing (Packing Kayu) & Validation
- Memverifikasi konfigurasi dan flow packing kayu pada quote/cart GraphQL backend.
- Memastikan flow checkout secara default tidak mengaktifkan packing kayu (`is_packing_kayu = false`).
- Membersihkan redundansi pemanggilan mutation packing kayu yang tidak didukung endpoint backend.
Time Spent: 1.0 Hour

[12:00 - 13:00] LUNCH BREAK

[13:00 - 14:30] Task 4: Payment Cancellation Flow & Order Detail Retry Page
- Menambahkan mekanisme snapshot data transaksi (`mitra10_order_[orderId]`) saat `placeOrder` berhasil.
- Menangani callback error/cancel pembayaran dari GoPay App (`launchPayment`) maupun web fallback untuk me-redirect ke halaman detail pesanan: `/checkout/order?order_id=...`.
- Membuat halaman dan komponen Order Detail (`pages/checkout/order.js`, `src/modules/checkout/pages/order`):
  * Status badge ""Menunggu Pembayaran"".
  * Rincian nomor pesanan, daftar produk, alamat pengiriman, dan ringkasan biaya.
  * Tombol ""Bayar Sekarang"" untuk memicu kembali deeplink GoPay pada order yang sama tanpa membuat duplicate order.
  * Tombol ""Kembali ke Beranda"" dengan reset cart session untuk memulai order baru dari awal jika navigasi keluar.
Time Spent: 1.5 Hours

[14:30 - 15:45] Task 5: Success Page Overhaul & Save to PDF Feature
- Memperbarui halaman `/checkout/success` (`src/modules/checkout/pages/success`):
  * Menampilkan Order Number terstruktur dengan tombol Copy to Clipboard.
  * Menampilkan informasi lengkap penerima, alamat pengiriman, dan rincian produk.
  * Menampilkan rincian pembayaran (Subtotal, Biaya Kirim, Grand Total).
- Mengimplementasikan fitur ""Simpan / Cetak PDF"" menggunakan styling `@media print` untuk menghasilkan layout faktur/invoice yang bersih tanpa tombol dan elemen UI webview.
Time Spent: 1.25 Hours

[15:45 - 17:00] Task 6: Bug Fixing, Code Quality & ESLint Compliance
- Debugging & fixing error GraphQL `Cannot query field ""updatePackingKayu"" on type ""Mutation""`.
- Memperbaiki issue accessibility ESLint (`jsx-a11y/label-has-associated-control`, `jsx-a11y/click-events-have-key-events`, `role=""button""`, `tabIndex`, `onKeyDown`).
- Merapikan line length (`max-len`) dan formatting pada semua komponen baru (`AddressModal.js`, `IcubeMapsAutocomplete.js`, `TncModal.js`, `index.js`, `core.js`, `order`, `success`).
- Menjalankan verifikasi linting `./node_modules/.bin/eslint src/modules/checkout pages/checkout` hingga bersih (0 errors, 0 warnings).
Time Spent: 1.25 Hours

================================================================================
SUMMARY:
- Total Tasks Completed : 6 Tasks
- Total Time Logged     : 7.5 Hours
- Status                : Completed & Verified Clean",Mathius Geraldi,[],2026-09-18T02:09:30.641Z,2026-09-18T02:09:43.804Z
task-1789697601857-858q1,Kredivo,Styling PWA Config Shipping Phase 2 - apply graphql,https://teamwork.icubeonline.com/app/tasks/30070094,On Progress,2026-09-18,,,Mathius Geraldi,[],2026-09-18T02:13:21.858Z,2026-09-18T02:13:21.858Z
task-1789697997067-hl4vi,Erha,Disable button fixed bundle & dynamic price on OMS,https://teamwork.icubeonline.com/app/tasks/30129474,Ongoing,2026-09-18,,,Mathius Geraldi,[],2026-09-18T02:19:57.067Z,2026-09-18T02:19:57.067Z
task-1789698105987-v28uh,Erha,Issue banner homepage tidak center,https://teamwork.icubeonline.com/app/tasks/30129475,Ongoing,2026-09-18,,,Mathius Geraldi,"[""https://res.cloudinary.com/x3snqiks/image/upload/v1789698138/miniapp-scv/attachments/1789698138030_WhatsApp_Image_2026-09-17_at_09_38_53.jpg""]",2026-09-18T02:21:45.987Z,2026-09-18T02:22:22.593Z
task-1789699378061-tqq1k,Mitra10,Grouping Shipping deliveree - feedback need all grouping,https://teamwork.icubeonline.com/app/tasks/30110254,Done,2026-09-18,,"TIME LOG / TIMESHEET REPORT - FEEDBACK ITERATION
================================================================================
Proyek       : PWA Mitra10
Modul        : Checkout (Shipping Grouping UI & Universal Carrier Refactor)
Tanggal      : 18 September 2026
Role         : Frontend Developer
================================================================================

[LOG DETAIL PEKERJAAN FEEDBACK]

1. [1.5 Jam] Feedback 1: Perapihan UI Deliveree & Implementasi Ikon SVG
   - Mengganti seluruh emoji statis dengan handcrafted vector SVG icons (Light Vehicle, Medium Truck, Heavy Freight Truck) yang scalable dan elegan.
   - Merancang container ikon dengan color-coded pill background (Soft Blue, Soft Green, Soft Amber).
   - Memperbaiki layout header Deliveree: menambahkan `delivereeLogoWrapper` (38x38px flex-shrink) untuk mengatasi issue logo overlapping dengan teks deskripsi.
   - Mengeliminasi issue double-border dan box-shadow bawaan Material-UI dengan membuat custom components (`DelivereePanel`, `DelivereeSummary`, `DelivereeDetails`).
   - Mendesain ulang badge harga menjadi format pill badge hijau modern (*""Mulai IDR XX.XXX""*).

2. [2.0 Jam] Feedback 2: Refactoring Grouping Menyeluruh untuk Semua Metode Pengiriman
   - Mengembangkan sistem klasifikasi universal `groupAllShippingMethods` untuk memetakan seluruh kurir yang tersedia:
     * Mitra10 Logistic (Kurir Toko Internal)
     * Pengiriman Instan & Same Day (GrabExpress / GoSend)
     * Deliveree (Sub-kategori Muatan: Ringan, Sedang, Berat)
     * Kurir Reguler & Kargo Ekspedisi (JNE, RPX, SiCepat, dll)
   - Membuat ikon SVG khusus untuk Mitra10 Logistic (Store Truck), Instant Delivery (Flash Lightning), dan Cargo/Regular (Parcel Box).
   - Menstandardisasi komponen Accordion Card (`ShippingPanel`, `ShippingSummary`, `ShippingDetails`) agar seluruh metode pengiriman memiliki visual yang seragam dan konsisten.
   - Mengimplementasikan logika auto-expansion cerdas berdasarkan status kurir yang aktif (`isActive`) atau fallback ke grup pertama.

3. [0.5 Jam] Pembersihan Kode & Validasi
   - Membersihkan legacy code dan duplikasi fungsi render pada `view.js` dan `style.js`.
   - Melakukan pengecekan syntax dan linting menggunakan Node.js CLI.
   - Uji coba interaktivitas pemilihan kurir di viewport mobile dan desktop.

================================================================================
TOTAL WAKTU PENGERJAAN FEEDBACK: 4.0 Jam (0.5 Mandays)
================================================================================
PR https://github.com/icube-id/pwa-mitra10/pull/1041
STATUS: DEV COMPLETED",Mathius Geraldi,[],2026-09-18T02:42:58.061Z,2026-09-18T02:55:54.166Z
